systematic,gene,length,RNA_Prints
YOR250C,CLP1,1338,3175.607187
YOR292C,YOR292C,930,2564.203485
YOR307C,SLY41,1362,4880.434213
YOR279C,RFM1,933,2395.754715
YOR255W,OSW1,837,22.46790093
YOR241W,MET7,1647,7763.021004
YOR282W,YOR282W,321,74.96887728
YOR315W,SFG1,1041,7757.100441
YOR316C-A,YOR316C-A,210,85.45109477
YOR319W,HSH49,642,2810.839595
YOR246C,ENV9,993,10002.67913
YOR303W,CPA1,1236,11770.14546
YOR311C,DGK1,873,4626.792069
YOR308C,SNU66,1764,2049.997182
YOR290C,SNF2,5112,9715.121028
YOR260W,GCD1,1737,11560.57452
YOR316C,COT1,1320,4335.321317
YOR271C,FSF1,984,10899.9885
YOR299W,BUD7,2241,5521.125292
YOR249C,APC5,2058,3158.72861
YOR301W,RAX1,1308,3401.609283
YOR276W,CAF20,486,17904.2415
YOR264W,DSE3,1293,6316.413194
YOR294W,RRS1,612,7697.444081
YOR302W,YOR302W,78,8065.202176
YOR242C,SSP2,1116,372.1714135
YOR275C,RIM20,1986,3645.006404
YOR248W,YOR248W,303,8505.512877
YOR293W,RPS10A,318,76846.3912
YOR283W,YOR283W,693,5327.209118
YOR298W,MUM3,1440,539.9706704
YOR286W,RDL2,450,5653.592586
YOR298C-A,MBF1,456,34949.15614
YOR257W,CDC31,486,3100.289692
YOR247W,SRL1,633,16759.85543
YOR261C,RPN8,1017,17748.68821
YOR265W,RBL2,321,4767.462454
YOR280C,FSH3,801,2707.190363
YOR266W,PNT1,1272,2234.193819
YOR259C,RPT4,1314,17779.07205
YOR297C,TIM18,579,2393.140896
YOR287C,RRP36,903,3710.277378
YOR288C,MPD1,957,2816.445459
YOR317W,FAA1,2103,14037.70349
YOR343W-A,YOR343W-A_CDS,1317,1663.533215
YOR375C,GDH1,1365,42910.74935
YOR348C,PUT4,1884,1116.311115
YOR376W,YOR376W,369,20.41874035
YOR339C,UBC11,471,205.6800581
YOR377W,ATF1,1578,3549.932508
YOR352W,TFB6,1032,1865.323226
YOR359W,VTS1,1572,2969.820137
YOR324C,FRT1,1809,2798.61003
YOR353C,SOG2,2376,4148.175437
YOR363C,PIP2,2991,2458.909103
YOR334W,MRS2,1413,1985.914275
YOR329C,SCD5,2619,3682.061189
YOR358W,HAP5,729,1646.30993
YOR322C,LDB19,2457,5220.188135
YOR341W,RPA190,4995,47649.68608
YOR354C,MSC6,2079,6511.483885
YOR323C,PRO2,1371,15584.14406
YOR362C,PRE10,867,14342.47774
YOR349W,CIN1,3045,1948.207202
YOR372C,NDD1,1665,3100.553133
YOR335C,ALA1,2877,39006.21168
YOR376W-A,YOR376W-A,156,214.4488285
YOR360C,PDE2,1581,7175.386513
YOR328W,PDR10,4695,2773.010847
YOR345C,YOR345C,351,198.4620654
YOR346W,REV1,2958,5010.354037
YOR351C,MEK1,1494,58.76056539
YOR325W,YOR325W,474,35.20561917
YOR332W,VMA4,702,31712.52934
YOR369C,RPS12,432,345023.38
YOR355W,GDS1,1569,8362.053427
YOR340C,RPA43,981,9095.353856
YOR342C,YOR342C,960,5434.963146
YOR361C,PRT1,2292,35441.04578
YOR366W,YOR366W,354,99.56885449
YOR373W,NUD1,2556,2958.937093
YOR374W,ALD4,1560,7281.549766
YOR327C,SNC2,348,6825.703651
YOR356W,CIR2,1896,6163.165802
YOR344C,TYE7,876,4591.964398
YOR338W,YOR338W,1092,555.8006091
YOR350C,MNE1,1992,2605.231033
YOR336W,KRE5,4098,5045.471268
YOR326W,MYO2,4725,22945.50381
YOR368W,RAD17,1206,2188.986879
YOR330C,MIP1,3765,5241.092404
YOR364W,YOR364W,369,123.2440234
YOR333C,YOR333C,417,40.02006285
YOR343C,YOR343C,327,50.8570422
YOR347C,PYK2,1521,2329.572397
YOR370C,MRS6,1812,11987.64955
YOR335W-A,YOR335W-A,81,147.3395399
YOR357C,SNX3,489,4389.066334
YOR331C,YOR331C,558,2351.239075
YOR337W,TEA1,2280,3326.684284
YOR329W-A,YOR329W-A,210,32.51712029
YOR365C,YOR365C,2112,211.7623492
YOR371C,GPB1,2694,3100.029549
YOR367W,SCP1,603,3519.949147
YOR343W-B,YOR343W-B_CDS,5313,14765.49192
YOR389W,YOR389W,1875,799.2947852
YOR381W-A,YOR381W-A,168,30.39114575
YOR391C,HSP33,714,10.77518853
YOR382W,FIT2,462,6051.683362
YOR396W,YRF1-8,5391,3793.404613
YOR381W,FRE3,2136,2051.659099
YOR386W,PHR1,1698,1521.732816
YOR392W,YOR392W,444,6.532116259
YOR388C,FDH1,1131,70.15148039
YOR385W,YOR385W,873,3841.501798
YOR379C,YOR379C,339,106.0580635
YOR393W,ERR1,1314,68.3643594
YOR380W,RDR1,1641,1740.370318
YOR396C-A,YOR396C-A,483,162.4788513
YOR394W,PAU21,495,6.413188072
YOR384W,FRE5,2085,691.0610437
YOR383C,FIT3,615,11435.36104
YOR394C-A,YOR394C-A,168,14.00257157
YOR390W,FEX1,1128,947.2084756
YOR378W,AMF1,1548,396.258653
YOR387C,YOR387C,621,59.56822818
YCR084C,TUP1,2142,12006.46559
YCR009C,RVS161,798,10276.10238
YCL044C,MGR1,1254,1944.045039
YCL018W,LEU2,1095,3457.571817
YCL046W,YCL046W,324,88.72326362
YCL050C,APA1,966,14424.05222
YCL066W,HMLALPHA1,528,18.24064576
YCR005C,CIT2,1383,56256.59684
YCL026C-A,FRM2,582,689.2835035
YCL026C-B,HBN1,582,492.8584595
YCL025C,AGP1,1902,5253.334554
YCL039W,GID7,2238,3420.109423
YCL058C,FYV5,459,841.7630579
YCL010C,SGF29,780,3121.327236
YCL019W,YCL019W_CDS,5313,13209.55553
YCL057C-A,MIC10,294,5751.027043
YCL036W,GFD2,1701,5912.327397
YCL048W,SPS22,1392,99.28253682
YCL005W,LDB16,771,2487.269434
YCL061C,MRC1,3291,3516.610263
YCL051W,LRE1,1752,2716.322425
YCL059C,KRR1,951,11383.81147
YCL011C,GBP2,1284,16831.43023
YCL024W,KCC4,3114,3649.451553
YCL069W,VBA3,1377,8.276002874
YCL064C,CHA1,1083,20309.44403
YCR003W,MRPL32,552,4017.751619
YCL008C,STP22,1158,2574.395886
YCL056C,PEX34,435,2465.127967
YCL040W,GLK1,1503,19109.31966
YCL031C,RRP7,894,7596.481343
YCL023C,YCL023C,348,20.40953786
YCL016C,DCC1,1143,2468.171851
YCL033C,MXR2,507,3450.029918
YCL076W,YCL076W,744,1.427425814
YCL067C,HMLALPHA2,633,711.4482464
YCR002C,CDC10,969,7524.471402
YCL047C,POF1,777,2772.596248
YCL022C,YCL022C,516,38.84218067
YCL030C,HIS4,2400,32097.76502
YCL017C,NFS1,1494,7398.185162
YCL007C,YCL007C,393,370.8761447
YCL045C,EMC1,2283,11475.1933
YCL038C,ATG22,1587,2392.948568
YCL001W-B,YCL001W-B,255,38.0999042
YCL001W-A,YCL001W-A,462,55.49133663
YCL054W,SPB1,2526,12645.93726
YCR001W,YCR001W,315,30.00344406
YCL035C,GRX1,333,7790.056185
YCL042W,YCL042W,360,1807.232694
YCL021W-A,YCL021W-A,378,1408.707251
YCL014W,BUD3,4911,5582.115483
YCL057W,PRD1,2139,10064.27798
YCL002C,YCL002C,792,3201.188976
YCL004W,PGS1,1566,1672.863129
YCL029C,BIK1,1323,2573.591586
YCL055W,KAR4,1008,3748.692789
YCL020W,YCL020W_CDS,1317,2443.933833
YCL041C,YCL041C,495,2665.750492
YCL009C,ILV6,930,22882.11706
YCR008W,SAT4,1812,7248.404446
YCL065W,YCL065W,369,12.08123872
YCR007C,YCR007C,720,988.4731651
YCL049C,YCL049C,939,3239.317341
YCL032W,STE50,1041,2479.303693
YCL001W,RER1,567,7631.944294
YCL028W,RNQ1,1218,6752.390004
YCL052C,PBN1,1251,4645.475615
YCL048W-A,YCL048W-A,240,19.89781457
YCL054W-A,RDT1,87,614.1156826
YCL027W,FUS1,1539,1612.647373
YCL037C,SRO9,1305,9391.717932
YCL012C,YCL012C,405,1100.374099
YCL058W-A,ADF1,342,3225.221145
YCL068C,YCL068C,783,49.45208463
YCR004C,YCP4,744,10972.02293
YCL034W,LSB5,1065,6322.787872
YCR006C,YCR006C,474,322.2909371
YCL043C,PDI1,1569,48478.50752
YCL005W-A,VMA9,222,7938.868149
YCL073C,GEX1,1848,22.1557231
YCL063W,VAC17,1272,3027.438795
YCR010C,ADY2,852,175.0463239
YCR021C,HSP30,999,2359.863944
YCR042C,TAF2,4224,6835.128738
YCR035C,RRP43,1185,7474.509911
YCR018C,SRD1,666,4755.342532
YCR032W,BPH1,6504,5857.722455
YCR018C-A,YCR018C-A,255,937.4276472
YCR057C,PWP2,2772,11105.38872
YCR068W,ATG15,1563,1729.723331
YCR045W-A,YCR045W-A,351,721.1024658
YCR011C,ADP1,3150,12085.96598
YCR036W,RBK1,1002,6171.005589
YCR020C,PET18,648,1258.622745
YCR061W,YCR061W,1896,2870.53754
YCR045C,RRT12,1476,322.4477727
YCR052W,RSC6,1452,6193.181532
YCR051W,YCR051W,669,6935.631721
YCR069W,CPR4,957,5178.782352
YCR064C,YCR064C,411,172.7703851
YCR066W,RAD18,1464,1819.881173
YCR040W,MATALPHA1,528,30.34265798
YCR075W-A,YCR075W-A,228,1331.599348
YCR028C-A,RIM1,408,9310.006844
YCR023C,YCR023C,1836,4522.374859
YCR048W,ARE1,1833,5728.518602
YCR033W,SNT1,3681,7151.076281
YCR012W,PGK1,1251,442462.1231
YCR020W-B,HTL1,237,3366.326088
YCR081C-A,YCR081C-A,237,26.40685052
YCR059C,YIH1,777,4197.015877
YCR083W,TRX3,384,2253.306994
YCR013C,YCR013C,648,33401.41774
YCR063W,BUD31,474,929.926316
YCR073C,SSK22,3996,2600.386032
YCR022C,YCR022C,345,48.81708807
YCR034W,ELO2,1044,11607.94699
YCR067C,SED4,3198,7175.004591
YCR050C,YCR050C,309,71.29045247
YCR043C,YCR043C,384,4951.106833
YCR053W,THR4,1545,31996.50524
YCR031C,RPS14A,414,83711.9428
YCR014C,POL4,1749,2262.937545
YCR025C,YCR025C,411,105.5604015
YCR054C,CTR86,1692,3241.557601
YCR046C,IMG1,510,3658.688828
YCR081W,SRB8,4284,3232.556313
YCR076C,FUB1,753,2521.507629
YCR073W-A,SOL2,948,3954.114137
YCR038C,BUD5,1929,847.4121302
YCR072C,RSA4,1548,5940.771041
YCR015C,YCR015C,954,2314.48036
YCR049C,YCR049C,447,95.01863173
YCR024C,SLM5,1479,1729.33566
YCR065W,HCM1,1695,4492.548307
YCR071C,IMG2,441,3053.477956
YCR041W,YCR041W,333,100.5765026
YCR039C,MATALPHA2,633,202.9557857
YCR079W,PTC6,1329,1646.265894
YCR038W-A,YCR038W-A,126,11.06475688
YCR047W-A,YCR047W-A,207,91.72605449
YCR016W,YCR016W,873,5688.949822
YCR075C,ERS1,783,2785.466075
YCR037C,PHO87,2772,6730.014459
YCR027C,RHB1,630,2314.916413
YCR060W,TAH1,336,3226.188467
YCR019W,MAK32,1092,2294.467557
YCR028C,FEN2,1539,3996.608783
YCR044C,PER1,1074,4530.506494
YCR077C,PAT1,2391,11123.85542
YCR030C,SYP1,2613,5143.453953
YCR017C,CWH43,2862,10521.33173
YCR026C,NPP1,2229,5672.363625
YCR047C,BUD23,828,5093.812305
YCR082W,AHC2,387,7958.723305
YCR020C-A,MAK31,267,3097.520735
YCR024C-A,PMP1,123,24909.23626
YCR024C-B,YCR024C-B,267,37622.98793
YCR096C,HMRA2,360,674.7368513
YCR105W,ADH7,1086,293.4468706
YCR097W,HMRA1,381,3506.75176
YCR091W,KIN82,2163,1182.663976
YCR106W,RDS1,2499,1885.908664
YCR108C,YCR108C,192,5.225071289
YCR093W,CDC39,6327,23931.8686
YCR099C,YCR099C,468,438.490566
YCR098C,GIT1,1557,1033.353408
YCR092C,MSH3,3057,3585.2978
YCR104W,PAU3,375,30.35675892
YCR088W,ABP1,1779,13620.96008
YCR101C,YCR101C,549,461.0113057
YCR102C,YCR102C,1107,308.0343248
YCR085W,YCR085W,354,53.66998914
YCR107W,AAD3,1092,1098.915397
YCR095W-A,YCR095W-A,159,107.323121
YCR094W,CDC50,1176,3477.969996
YCR086W,CSM1,573,1509.653463
YCR097W-A,YCR097W-A,267,6.762567043
YCR087W,YCR087W,516,753.2843429
YCR095C,OCA4,1089,4042.349648
YCR100C,YCR100C,951,628.406445
YCR089W,FIG2,4830,2674.112977
YCR102W-A,YCR102W-A,198,192.5427425
YCR087C-A,YCR087C-A,462,5605.74283
YCR090C,YCR090C,549,6091.779603
YGL196W,DSD1,1287,4905.763231
YGL131C,SNT2,4212,3470.734966
YGR212W,SLI1,1407,1304.832012
YGR017W,YGR017W,894,7201.800916
YGR088W,CTT1,1689,2398.30493
YGL059W,PKP2,1476,2044.009367
YGR147C,NAT2,867,6826.859502
YGL262W,YGL262W,528,63.84839047
YGL201C,MCM6,3054,6334.556531
YGL215W,CLG1,1359,6865.196479
YGL239C,YGL239C,315,124.2065489
YGL228W,SHE10,1734,8288.21581
YGL212W,VAM7,951,1529.204919
YGL245W,GUS1,2127,55640.43335
YGL227W,VID30,2877,2964.070875
YGL198W,YIP4,708,5680.825819
YGL237C,HAP2,798,1566.142096
YGL257C,MNT2,1677,5930.715274
YGL230C,YGL230C,444,115.5150371
YGL246C,RAI1,1164,6559.950352
YGL211W,NCS6,1080,5302.840705
YGL205W,POX1,2247,148.8561079
YGL241W,KAP114,3015,5121.58224
YGL233W,SEC15,2733,6220.688554
YGL223C,COG1,1254,3743.96644
YGL218W,YGL218W,651,97.16521397
YGL202W,ARO8,1503,23365.25762
YGL242C,YGL242C,546,5074.698724
YGL224C,SDT1,843,3743.905706
YGL252C,RTG2,1767,6368.363533
YGL238W,CSE1,2883,14839.16271
YGL206C,CHC1,4962,35226.00536
YGL263W,COS12,1143,1068.535476
YGL214W,YGL214W,486,213.279678
YGL251C,HFM1,3564,1506.987798
YGL197W,MDS3,4464,6745.688615
YGL229C,SAP4,2457,1390.100631
YGL236C,MTO1,2010,2969.478955
YGL199C,YGL199C,471,310.1244192
YGL256W,ADH4,1149,8169.899799
YGL226C-A,OST5,261,5198.093103
YGL260W,YGL260W,231,0.956619758
YGL203C,KEX1,2190,6049.829087
YGL220W,FRA2,363,6405.177555
YGL247W,BRR6,594,2098.700197
YGL210W,YPT32,669,3321.977719
YGL225W,VRG4,1014,17288.45244
YGL255W,ZRT1,1131,21572.67089
YGL208W,SIP2,1248,1694.298175
YGL232W,TAN1,870,7003.109636
YGL248W,PDE1,1110,3394.711126
YGL258W-A,YGL258W-A,234,95.90022238
YGL207W,SPT16,3108,18993.97404
YGL217C,YGL217C,342,24.08652554
YGL243W,TAD1,1203,3348.270051
YGL235W,YGL235W,537,34.25557713
YGL221C,NIF3,867,9979.509754
YGL253W,HXK2,1461,75445.44671
YGL259W,YPS5,498,51.44924925
YGL244W,RTF1,1677,7295.192337
YGL213C,SKI8,1194,4904.147681
YGL250W,RMR1,726,1097.25918
YGL209W,MIG2,1149,2760.340076
YGL231C,EMC4,573,7103.485106
YGL261C,PAU11,363,11.52203998
YGL200C,EMP24,612,17580.03026
YGL240W,DOC1,753,517.8244331
YGL226W,MTC3,372,1598.271553
YGL254W,FZF1,900,1513.781494
YGL219C,MDM34,1380,3525.757642
YGL249W,ZIP2,2115,293.5661997
YGL216W,KIP3,2418,3245.672045
YGL204C,YGL204C,306,900.622041
YGL234W,ADE5%2C7,2409,44626.53436
YGL258W,VEL1,621,220.0589798
YGL222C,EDC1,528,2091.643918
YGL175C,SAE2,1038,496.8698977
YGL182C,YGL182C,324,43.60060428
YGL178W,MPT5,2580,3037.088253
YGL157W,ARI1,1044,5749.504452
YGL147C,RPL9A,576,114897.578
YGL134W,PCL10,1302,2891.345849
YGL160W,AIM14,1713,3954.644002
YGL171W,ROK1,1695,7388.239661
YGL165C,YGL165C,579,289.6462701
YGL191W,COX13,390,10769.58372
YGL186C,TPN1,1740,10011.96346
YGL150C,INO80,4470,9444.913537
YGL143C,MRF1,1242,2572.47668
YGL176C,YGL176C,1665,2155.845652
YGL159W,YGL159W,1113,3080.297239
YGL181W,GTS1,1191,3982.690708
YGL161C,YIP5,933,7249.614575
YGL192W,IME4,1803,718.808242
YGL188C,YGL188C,174,1362.537142
YGL146C,RRT6,936,430.6034528
YGL135W,RPL1B,654,50447.63945
YGL154C,LYS5,819,1490.111677
YGL164C,YRB30,1323,2764.080698
YGL172W,NUP49,1419,6370.735564
YGL149W,YGL149W,306,14.08179342
YGL185C,YGL185C,1140,1984.928251
YGL142C,GPI10,1851,3458.099205
YGL188C-A,YGL188C-A,141,2080.171362
YGL180W,ATG1,2694,1625.382176
YGL193C,YGL193C,312,1117.476644
YGL132W,YGL132W,336,25.38605956
YGL194C-A,YGL194C-A,243,1139.266784
YGL151W,NUT1,3399,6124.7403
YGL169W,SUA5,1281,4835.173728
YGL145W,TIP20,2106,4329.810628
YGL179C,TOS3,1683,1736.006283
YGL177W,YGL177W,348,168.3031031
YGL167C,PMR1,2853,12945.75855
YGL148W,ARO2,1131,27046.83049
YGL184C,STR3,1398,719.5036611
YGL152C,YGL152C,678,235.1025467
YGL141W,HUL5,2733,3828.873566
YGL155W,CDC43,1131,4815.430115
YGL136C,MRM2,963,2631.342368
YGL174W,BUD13,801,1529.39313
YGL138C,YGL138C,1038,65.625879
YGL163C,RAD54,2697,3205.305863
YGL173C,XRN1,4587,27703.05083
YGL194C,HOS2,1359,3016.093426
YGL156W,AMS1,3252,1436.224722
YGL168W,HUR1,333,446.2946092
YGL144C,ROG1,2058,2457.177681
YGL133W,ITC1,3795,4697.356535
YGL166W,CUP2,678,3012.341159
YGL190C,CDC55,1581,6235.536791
YGL170C,SPO74,1242,146.5997531
YGL183C,MND1,660,118.4718886
YGL140C,YGL140C,3660,7845.435304
YGL137W,SEC27,2670,21958.92838
YGL158W,RCK1,1539,202.7098056
YGL162W,SUT1,900,1461.833372
YGL139W,FLC3,2409,4718.581165
YGL195W,GCN1,8019,65203.54355
YGL189C,RPS26A,360,127569.3155
YGL187C,COX4,468,9486.113946
YGL153W,PEX14,1026,2878.905649
YGL092W,NUP145,3954,13111.93565
YGL113W,SLD3,2007,2356.476674
YGL105W,ARC1,1131,33030.51459
YGL129C,RSM23,1353,4401.069359
YGL065C,ALG2,1512,3794.192102
YGL109W,YGL109W,324,126.5503934
YGL118C,YGL118C,438,29.67100565
YGL122C,NAB2,1578,6643.655571
YGL100W,SEH1,1050,7174.062516
YGL096W,TOS8,831,1112.922618
YGL084C,GUP1,1683,5381.531084
YGL078C,DBP3,1572,14513.59583
YGL063C-A,YGL063C-A,150,25.89761347
YGL062W,PYC1,3537,15531.33218
YGL102C,YGL102C,429,17605.42616
YGL076C,RPL7A,735,53293.24659
YGL114W,YGL114W,2178,5112.485108
YGL088W,YGL088W,366,187787.4917
YGL081W,YGL081W,963,300.7061778
YGL126W,SCS3,1143,5875.029201
YGL104C,VPS73,1461,1789.734551
YGL074C,YGL074C,327,25.27506895
YGL119W,COQ8,1506,3933.695946
YGL121C,GPG1,381,882.6625049
YGL093W,SPC105,2754,4340.836377
YGL127C,SOH1,384,1701.073855
YGL110C,CUE3,1875,4013.026477
YGL085W,LCL3,825,2158.959721
YGL091C,NBP35,987,4554.676932
YGL108C,YGL108C,423,2393.806252
YGL063W,PUS2,1113,1442.305572
YGL128C,CWC23,852,943.2403394
YGL070C,RPB9,369,4881.381648
YGL095C,VPS45,1734,4798.270804
YGL089C,MF%28ALPHA%292,363,2270.724882
YGL082W,YGL082W,1146,4905.253033
YGL115W,SNF4,969,9407.705957
YGL125W,MET13,1803,4012.65489
YGL068W,MNP1,585,10477.9722
YGL071W,AFT1,2073,3972.833458
YGL067W,NPY1,1155,4431.473137
YGL077C,HNM1,1692,11450.55677
YGL099W,LSG1,1923,7666.111075
YGL090W,LIF1,1266,1509.315341
YGL111W,NSA1,1392,8200.712967
YGL107C,RMD9,1941,4653.126592
YGL123C-A,YGL123C-A,231,5473.376121
YGL073W,HSF1,2502,4882.132241
YGL116W,CDC20,1833,4255.253815
YGL086W,MAD1,2250,5075.131936
YGL120C,PRP43,2304,14511.31153
YGL069C,YGL069C,465,549.4223697
YGL060W,YBP2,1926,3049.209154
YGL123W,RPS2,765,239104.1226
YGL094C,PAN2,3348,5403.28744
YGL066W,SGF73,1974,3129.055435
YGL112C,TAF6,1551,7553.36226
YGL124C,MON1,1935,3585.843976
YGL083W,SCY1,2415,2508.680688
YGL079W,KXD1,657,2118.16566
YGL103W,RPL28,450,249561.0471
YGL106W,MLC1,450,10909.2894
YGL075C,MPS2,1164,1555.616388
YGL064C,MRH4,1686,2063.773748
YGL087C,MMS2,414,3010.160554
YGL117W,YGL117W,798,3859.704704
YGL080W,MPC1,393,4178.738588
YGL101W,YGL101W,648,5909.839244
YGL098W,USE1,738,2311.250375
YGL097W,SRM1,1449,9095.630078
YGL061C,DUO1,744,2473.154049
YGL130W,CEG1,1380,4724.234962
YGL072C,YGL072C,360,422.8206681
YGL047W,ALG13,609,2603.502011
YGL057C,GEP7,864,1595.523746
YGL037C,PNC1,651,12253.88106
YGR009C,SEC9,1956,5035.38877
YGR014W,MSB2,3921,12693.7532
YGL050W,TYW3,822,3210.334706
YGR006W,PRP18,756,1162.287435
YGL026C,TRP5,2124,25442.90882
YGL010W,MPO1,525,1714.641513
YGL006W,PMC1,3522,6454.116196
YGL021W,ALK1,2283,6450.637865
YGL008C,PMA1,2757,292110.6492
YGR003W,CUL3,2235,3430.011505
YGL043W,DST1,930,7098.187513
YGR010W,NMA2,1188,2324.391551
YGL022W,STT3,2157,19721.86148
YGL014W,PUF4,2667,7957.607446
YGL044C,RNA15,891,3102.094929
YGL051W,MST27,705,441.2980422
YGR007W,ECT1,972,6053.250512
YGL013C,PDR1,3207,5418.398249
YGL003C,CDH1,1701,2902.636199
YGL058W,RAD6,519,5640.019078
YGL031C,RPL24A,468,120592.7837
YGL056C,SDS23,1584,5300.10954
YGL040C,HEM2,1029,12334.28159
YGL036W,YGL036W,2730,4613.628574
YGR013W,SNU71,1863,3291.280913
YGL027C,CWH41,2502,8088.534821
YGL017W,ATE1,1512,3322.419165
YGL032C,AGA2,264,2908.815206
YGL007W,BRP1,378,29.27786203
YGL045W,RIM8,1629,1741.726028
YGL035C,MIG1,1515,3590.122822
YGL009C,LEU1,2340,74737.50923
YGL052W,YGL052W,306,71.74206096
YGL012W,ERG4,1422,23009.34654
YGL028C,SCW11,1629,10674.77983
YGL004C,RPN14,1254,2470.302393
YGL023C,PIB2,1908,4556.125431
YGL055W,OLE1,1533,46442.5618
YGL041C,YGL041C,204,85.65833436
YGL039W,YGL039W,1047,5434.373931
YGL006W-A,YGL006W-A,111,110.4237931
YGL019W,CKB1,837,7519.305029
YGR004W,PEX31,1389,2557.492879
YGL048C,RPT6,1218,17474.01215
YGR016W,YGR016W,573,1105.352047
YGL024W,YGL024W,336,50.28875317
YGL016W,KAP122,3246,7459.092609
YGL007C-A,YGL007C-A,87,109.1830852
YGL030W,RPL30,318,141614.1619
YGR015C,YGR015C,987,1570.783034
YGR001C,EFM5,747,6490.911955
YGL001C,ERG26,1050,12969.11279
YGR012W,YGR012W,1182,4045.423787
YGR008C,STF2,255,4681.876932
YGL014C-A,YGL014C-A,162,17.55543046
YGL041W-A,YGL041W-A,465,2796.208732
YGL020C,GET1,708,5830.231966
YGL053W,PRM8,714,747.4412977
YGL034C,YGL034C,366,25.04800281
YGL018C,JAC1,555,1331.765198
YGR005C,TFG2,1203,4947.401953
YGL049C,TIF4632,2745,6815.149112
YGR011W,YGR011W,327,635.9704106
YGL029W,CGR1,363,5131.33361
YGL011C,SCL1,759,12471.97864
YGL005C,COG7,840,3276.968589
YGL033W,HOP2,645,151.5820218
YGL054C,ERV14,417,15050.599
YGL041C-B,YGL041C-B,183,105.1673114
YGR002C,SWC4,1431,3291.374163
YGL042C,YGL042C,306,406.3936598
YGL038C,OCH1,1443,4345.039046
YGL002W,ERP6,651,3476.335409
YGL025C,PGD1,1194,2641.644685
YGL015C,YGL015C,393,39.45627144
YGR046W,TAM41,1158,2800.384864
YGR079W,YGR079W,1113,4236.992574
YGR056W,RSC1,2787,3941.643084
YGR036C,CAX4,720,2414.26846
YGR020C,VMA7,357,14603.52934
YGR084C,MRP13,1020,4737.371746
YGR066C,YGR066C,879,141.1771151
YGR054W,YGR054W,1929,12292.28952
YGR047C,TFC4,3078,4300.426953
YGR042W,YGR042W,816,2630.275495
YGR077C,PEX8,1770,3177.392641
YGR019W,UGA1,1416,5043.1176
YGR051C,YGR051C,324,30.98690798
YGR081C,SLX9,633,6497.215148
YGR032W,GSC2,5688,8448.670068
YGR063C,SPT4,309,5043.291121
YGR057C,LST7,729,2277.94458
YGR078C,PAC10,600,5185.137069
YGR055W,MUP1,1725,13605.33793
YGR039W,YGR039W,312,325.9591841
YGR025W,YGR025W,303,496.3456347
YGR031W,IMO32,1029,4244.638581
YGR060W,ERG25,930,27205.38729
YGR085C,RPL11B,525,35263.66016
YGR041W,BUD9,1644,3572.694589
YGR067C,YGR067C,2415,287.0068145
YGR073C,YGR073C,372,541.2647518
YGR018C,YGR018C,330,182.4142528
YGR038C-A,YGR038C-A_CDS,1323,9324.046314
YGR038C-B,YGR038C-B_CDS,5268,41642.88848
YGR050C,YGR050C,357,602.5362881
YGR082W,TOM20,552,6861.453606
YGR021W,YGR021W,873,2963.820702
YGR035C,YGR035C,351,4076.409858
YGR072W,UPF3,1164,3691.774868
YGR059W,SPR3,1539,137.4819736
YGR064W,YGR064W,369,298.1346306
YGR076C,MRPL25,474,2341.074277
YGR043C,NQM1,1002,779.3926565
YGR045C,YGR045C,363,152.1363879
YGR038W,ORM1,669,4119.903871
YGR026W,YGR026W,837,6507.21246
YGR086C,PIL1,1020,32503.75143
YGR027W-A,YGR027W-A_CDS,1323,13142.57077
YGR027W-B,YGR027W-B_CDS,5268,64103.46407
YGR075C,PRP38,729,1517.860661
YGR087C,PDC6,1692,165.7281153
YGR044C,RME1,903,4432.18713
YGR068C,ART5,1761,2212.865023
YGR034W,RPL26B,384,106142.3513
YGR022C,YGR022C,330,14.4012208
YGR061C,ADE6,4077,50030.79431
YGR035W-A,YGR035W-A,222,59.58950977
YGR040W,KSS1,1107,3257.554565
YGR053C,YGR053C,852,451.1043799
YGR058W,PEF1,1008,1552.19398
YGR065C,VHT1,1782,5404.395601
YGR030C,POP6,477,2665.352633
YGR071C,ENV11,2583,3376.183844
YGR031C-A,NAG1,492,120.3272895
YGR049W,SCM4,564,3427.672192
YGR037C,ACB1,264,19510.78278
YGR027C,RPS25A,327,160219.5324
YGR062C,COX18,951,2551.478023
YGR080W,TWF1,999,4077.4553
YGR068W-A,YGR068W-A,96,14.05341464
YGR074W,SMD1,441,3805.332188
YGR028W,MSP1,1089,4026.591886
YGR070W,ROM1,3468,2351.557786
YGR083C,GCD2,1956,11034.96066
YGR069W,YGR069W,336,42.47114506
YGR052W,FMP48,1110,1054.969426
YGR048W,UFD1,1086,4432.836604
YGR024C,THG1,714,6742.641924
YGR029W,ERV1,570,4181.89539
YGR023W,MTL1,1656,1162.445459
YGR033C,TIM21,720,6919.580887
YGR131W,FHN1,525,522.2995058
YGR136W,LSB1,726,7092.030433
YGR121C,MEP1,1479,1812.287406
YGR096W,TPC1,945,961.4170415
YGR116W,SPT6,4356,20952.63163
YGR099W,TEL2,2067,4121.725393
YGR128C,UTP8,2142,10227.13355
YGR146C,ECL1,636,2264.448009
YGR095C,RRP46,672,3849.125418
YGR113W,DAM1,1032,3490.307034
YGR125W,YGR125W,3111,5684.648014
YGR132C,PHB1,864,10269.24096
YGR104C,SRB5,924,2694.882909
YGR092W,DBF2,1719,4893.724696
YGR103W,NOP7,1818,31213.67011
